,id,idvalatvalidation,ref,title,region,subregion,hostcountry,hostcountry2,provincestate,status,type,subtype,methodology,stperiodktco2eyr,ndperiodktco2eyr,rdperiodktco2eyr,yrs,slope,creditstart,expectedaccumulated2012ktco2e,expectedaccumulated2020ktco2e,expectedaccumulated2030ktco2e,validator,hostcountryuse,kcerscp1,kcerscp2,totalissuancekcers,firstissuance,until,expectedkcers,issuancesuccess,issuancedelaymonths,voluntarycancellationskcers,firstverifier,creditbuyer,withdrawncreditbuyer,pddconsultant,firststartcomment,resubmissiondate,formersubmission,nextsubmission,hostloa,regrequest,startdatefor4weekrequestreviewpe,dateofregistration,dateofderegistration,reviewhistory,sdtoolgoldstandardccbprojectnumb,mwel,fulltimehours,gridemissionfactortco2emwh,annualeegwhreduced,forestsizeha,automaticadditionality,supportedbycdmloanscheme,investmentmus,investmentustco2,investmentuskw,annualinvestmentcontribution,irrexclcer,irrbenchmark,irrinclcer,cerpriceustco2,lastcontactwithsecretariatupdate,approvedbyndrckccers,comments,ERPA,firstcountryformular,firstcountry,firstcompany,buyer,worldbank,YesNo,cerfomular,cer,treat,energy1triditional2re3both4cemen,projectdeveloper,consulting,trading,sustainabilitysolutions,multiplecountries,buyersornot,financeexclusivelyenvironmentala,carbontrade,caronornot,buyerstatus1privatelocal2private,sector,industry,subindustry,month,day,year,location,locationregion,buyercountry,projecttype,buyercompany,locationsubregion,buyerdetination,psize,cobnefits
1262,CDM11528,FXJ4UTEZI4RY8L4DZ1G6HM1VBCXLMP,8086,Fujian Gaosa Hydropower Project,Asia & Pacific,East Asia,China,,Fujian ,Registered,Hydro,Run of river,ACM2,136.2,,,7,0.0,1-Dec-12,12,1101,2464,RINA,,,,,,,,,68,,,n.a.,,n.a.,7-Jun-12,,,,1-Jul-12,7-Nov-12,19-Jan-13,28-Nov-12,,,,50.0,3634.0,0.7495,,,,,49.70000076,365.0,994.1,,6.51,8.0,8.229999542,10.66,2013m6,,,4/12/10,Australia ,Australia ,n.a,n.a.,,1,10.65999985,10.65999985,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,12,2010,China,Asia & Pacific,Australia ,Hydro,n.a,East Asia,n.a.,0,cob1
1263,CDM06889,3XM7S30JY6I4AINHEMQ9Y04SKHHVC5,4919,Ningxia Hongsipu 50MWp PV (photovoltaic) Power No.1 Plant Project,Asia & Pacific,East Asia,China,,Ningxia ,Registered,Solar,Solar PV,ACM2,93.0,,,7,0.0,1-Sep-11,124,868,1799,TV-Nord,,,,,,,,,83,,,United K. (Noble Carbon),,Beijing Keji Consulting,15-Sep-10,,,,1-Mar-10,20-Jun-11,19-Aug-11,24-Jun-11,,,,50.0,2001.0,0.9293,,,,,16.89999962,182.0,338.4,,6.12,8.0,6.9499998089999995,11.39,2013m3,,,12/21/09,United K. ,United K. ,Noble Carbon,United K. (Noble Carbon),,1,11.39000034,11.39000034,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,Financials,Specialty Finance,Other Financial Services,12,21,2009,China,Asia & Pacific,United K. ,Solar,Noble Carbon,East Asia,United K. (Noble Carbon),0,cob6
1264,CDM08541,OGZ52Z180X1N7QN6U7YQZ3DSZA4NUR,5914,Heilongjiang Mishan Linchang Liumao Wind Farm Project,Asia & Pacific,East Asia,China,,Heilongjiang,Registered,Wind,Wind,ACM2,110.2,,,7,0.0,15-May-13,69,842,1945,BV Cert,CCER ver.(3),,372.0,372.0,24/Nov/17,31/Dec/16,400.0,,55,,CTI,United K. (Carbon Resource Management),,Carbon Resource Management,13-Sep-11,,,,1-Nov-12,13-Mar-12,4-Jul-12,16-May-12,,,,49.79999924,2191.0,1.0103,,,,,68.19999695,619.0,1370.4,,6.27,8.0,9.859999657000001,15.71,2013m6,108.0,,10/16/09,United K. ,United K. ,Carbon Resource Management,United K. (Carbon Resource Management),,1,15.71000004,15.71000004,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Energy,Renewable Energy,Renewable Energy Project Dev,10,16,2009,China,Asia & Pacific,United K. ,Wind,Carbon Resource Management,East Asia,United K. (Carbon Resource Management),0,cob4
1265,CDM08511,L9IKDTBMXP1DUR8VR4SYBL8IL88PWJ,8468,Yingjiang County Mengnaihe new 2nd level hydro power project,Asia & Pacific,East Asia,China,,Yunnan,Registered,Hydro,Run of river,ACM2,46.8,,,10,0.0,15-Feb-13,0,369,468,JCI,,,,,,,,,65,,,Switzerland (Arcadia+Quality Carbon Assets),,Gold Carbon Coordinate,8-Sep-11,,,,1-Mar-12,30-Nov-12,10-Jan-13,3-Dec-12,,,,24.0,2784.0,0.7134,,,,,19.0,405.0,791.0,,4.55,10.0,10.13000011,13.09,2016m9,,,5/4/11,Switzerland ,Switzerland ,Arcadia,Switzerland (Arcadia+Quality Carbon Assets),,1,13.09000015,13.09000015,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Energy,"Oil, Gas & Coal",Refining & Marketing,5,4,2011,China,Asia & Pacific,Switzerland ,Hydro,Arcadia,East Asia,Switzerland (Arcadia+Quality Carbon Assets),0,cob1
1266,CDM07814,76HFF54V1CC4PE8UA01G49Y15J6RP8,5635,Huaneng Keyouzhongqi Haoli Wind Farm Project,Asia & Pacific,East Asia,China,,Inner Mongolia,Registered,Wind,Wind,ACM2,114.0,,,7,0.0,5-Jan-12,112,1025,2166,DNV,,,,,,,,,79,,,United K. (Carbon Resource Management),,Carbon Resource Management,7-May-11,,,,1-Aug-11,30-Dec-11,2-Mar-12,5-Jan-12,,,,49.5,2279.0,1.0103,,,,,64.80000305,569.0,1309.3,,6.49,8.0,9.229999542,13.09,2015m2,,,10/16/10,United K. ,United K. ,Carbon Resource Management,United K. (Carbon Resource Management),,1,13.09000015,13.09000015,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Energy,Renewable Energy,Renewable Energy Project Dev,10,16,2010,China,Asia & Pacific,United K. ,Wind,Carbon Resource Management,East Asia,United K. (Carbon Resource Management),0,cob4
1267,CDM05515,ZGYEYVC2V4XD82BZ69QPJYW1D11EJU,3241,Huadian Gansu Guazhou Ganhekou No. 7 Wind Farm Project,Asia & Pacific,East Asia,China,,Gansu,Registered,Wind,Wind,ACM2,425.4,,,7,0.0,1-Nov-10,922,4327,8583,DNV,,84.0,,84.0,11-Jan-12,29-Mar-11,172.0,49%,15,,SGS,"United K. (CAMCO), Switzerland (Standard Bank)",,CAMCO,19-Aug-09,,,,1-Dec-09,26-Dec-09,27-Mar-10,24-May-10,,,,201.0,2277.0,0.9293,,,,,255.8000031,601.0,1272.5,#REF!,6.3,8.0,8.829999924,14.4,2012m7,,,3/16/09,United K. ,United K. ,CAMCO,United K. (CAMCO),,1,14.39999962,14.39999962,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,Financials,Specialty Finance,Other Financial Services,3,16,2009,China,Asia & Pacific,United K. ,Wind,CAMCO,East Asia,United K. (CAMCO),0,cob4
1268,CDM04461,UFBRO61JU0Q2M3H4IC45T2MAW3WD5N,2123,Liaoning Faku Baijiagou Wind Power Project,Asia & Pacific,East Asia,China,,Liaoning,Registered,Wind,Wind,ACM2,124.1,,,7,0.0,4-Mar-10,351,1345,2587,DNV,,217.0,,217.0,19-Sep-11,31-Dec-12,351.0,62%,19,,BV Cert,n.a.,Switzerland (RWE),CWEME,30-Oct-08,,,,1-Feb-09,13-May-09,17-Jul-09,4-Mar-10,,Correction 2,,49.5,2192.0,,,,,,57.79999924,466.0,1167.9,#REF!,7.04,8.0,9.949999809,13.03,2013m11,,,6/10/08,Switzerland ,Switzerland ,RWE Supply & Trading Switzerland S.A.,Switzerland (RWE),,0,13.03,13.03,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Energy,"Oil, Gas & Coal",Midstream - Oil & Gas,6,10,2008,China,Asia & Pacific,Switzerland ,Wind,RWE Supply & Trading Switzerland S.A.,East Asia,Switzerland (RWE),0,cob4
1269,CDM10495,GUMH3B7YA13IHGFFXC36KL62K8CE12,7172,Zhangbei Dahulun Phase II Wind Farm Project,Asia & Pacific,East Asia,China,,Hebei,Registered,Wind,Wind,ACM2,97.7,,,7,0.0,16-Sep-12,29,810,1788,DNV,,,,,,,,,71,,,United K. (Gazprom Marketing & Trading),,CPI CARBON ASSET MANAGEMENT CO.,25-Feb-12,,,,1-May-12,3-Sep-12,6-Nov-12,7-Sep-12,,,,49.5,2203.0,0.8959,,,,,62.29999924,638.0,1259.4,,6.29,8.0,8.920000076,11.84,2012m12,,,12/23/11,United K. ,United K. ,Gazprom Marketing & Trading,United K. (Gazprom Marketing & Trading),,1,11.84000015,11.84000015,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Utilities,Utilities,Utility Networks,12,23,2011,China,Asia & Pacific,United K. ,Wind,Gazprom Marketing & Trading,East Asia,United K. (Gazprom Marketing & Trading),0,cob4
1270,CDM07351,WL2QEJCRFJCJCRZ82FVBT3992O0T4Q,5222,Gansu Guazhou Ganhekou No.6 Wind Farm 200MW Project,Asia & Pacific,East Asia,China,,Gansu,Registered,Wind,Wind,ACM2,440.2,,,7,0.0,23-Sep-11,561,4085,8489,CQC,,65.0,,65.0,23/Jan/13,29/Aug/12,411.0,16%,16,,BV Cert,Germany (RWE),,Gansu Huineng Company,15-Jan-11,,,,1-Feb-11,15-Sep-11,25-Nov-11,23-Sep-11,,,,201.0,2385.0,0.9179999999999999,,,,,262.8999939,597.0,1307.7,#REF!,5.35,8.0,8.529999733,12.44,2013m1,,,8/17/10,Germany ,Germany ,RWE Power AG,Germany (RWE),,1,12.43999958,12.43999958,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Utilities,Utilities,Integrated Utilities,8,17,2010,China,Asia & Pacific,Germany ,Wind,RWE Power AG,East Asia,Germany (RWE),0,cob4
1271,CDM08160,MDTAZJHMXXUU927250D2O70X5UY6DN,6098,Fuqing Jiaru Wind Power Phase II Project,Asia & Pacific,East Asia,China,,Fujian,Registered,Wind,Wind,ACM2,88.4,,,7,0.0,30-May-12,52,760,1644,JQA,CCER val.(3),,,,,,,,74,,,United K. (Ecosecurities),,Ecosecurities,12-Jul-11,,,,1-Sep-11,25-Apr-12,22-Jun-12,2-May-12,,,,48.0,2262.0,0.8141,,,,,63.5,718.0,1323.0,,6.67,8.0,8.550000191,12.43,2012m7,,,4/27/10,United K. ,United K. ,EcoSecurities,United K. (Ecosecurities),,1,12.43000031,12.43000031,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,Industrials,Waste & Environ Svcs & Equip,Environ Engineer & Consulting,4,27,2010,China,Asia & Pacific,United K. ,Wind,EcoSecurities,East Asia,United K. (Ecosecurities),0,cob4
1272,CDM02015,3YQQ1BZ8PGNK11YAB4UE9OCKZK0CWM,3344,Liaoning Fuxin Gaoshanzi 100.5MW Wind Power Project,Asia & Pacific,East Asia,China,,Liaoning,Registered,Wind,Wind,ACM2,220.5,,,7,0.0,11-Jul-10,546,2312,4518,TV-Rhein,,521.0,,521.0,16-Dec-11,31-Jul-12,454.0,115%,17,,BV Cert,United K. (BNP Paribas),Netherlands (Fortis),Easy Carbon ,3-May-07,,,,1-Apr-08,4-Feb-10,8-May-10,11-Jul-10,,,,100.5,1961.0,1.1191,,,,,135.0,612.0,1343.0,#REF!,5.2,8.0,8.409999847,15.4,2012m12,,,7/23/08,Netherlands ,Netherlands ,Fortis Bank,Netherlands (Fortis),,1,15.39999962,15.39999962,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Financials,Banking,Diversified Banks,7,23,2008,China,Asia & Pacific,Netherlands ,Wind,Fortis Bank,East Asia,Netherlands (Fortis),0,cob4
1273,CDM12025,9GVTIC4LYNFL47URD7QN4GRJ0QYN96,8421,"Hadebute Hydropower Project in Fuyun County Xinjiang Uygur Autonomous Region, China",Asia & Pacific,East Asia,China,,Xinjiang,Registered,Hydro,New dam,ACM2,476.3,,,7,0.0,1-May-13,0,3655,8421,LGAI,,,,,,,,,63,,,n.a.,,n.a.,19-Sep-12,,,,26-Sep-12,27-Nov-12,22-Jan-13,19-Dec-12,,,,200.0,3005.0,0.7926,,,,,216.0,453.0,1079.8,,4.08,8.0,6.829999924,11.84,2013m6,,,8/11/08,Japan ,Japan ,Mitsubishi Corporation,n.a.,,1,11.84000015,11.84000015,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Consumer Staples,Distributors - Consumer Staples,Food Products Wholesalers,8,11,2008,China,Asia & Pacific,Japan ,Hydro,Mitsubishi Corporation,East Asia,n.a.,0,cob1
1274,CDM03991,BF44C3HT7I3O9O37WJ5FWXL53VAQYD,3045,65MW Dagushan hydropower Project in China,Asia & Pacific,East Asia,China,,Gansu,Registered,Hydro,Run of river,ACM2,170.0,92.40000153,,7,0.0,9-May-10,450,1528,2452,TV-Nord,,429.0,,429.0,4-Apr-12,28-Apr-12,335.0,128%,23,,GLC,United K. (EcoSecurities),,S.D.F (Beijing) consulting co.,9-May-10,,,,1-Jul-08,21-Oct-09,12-Mar-10,9-May-10,,,,65.0,3002.0,0.8712,,,,,56.79999924,334.0,874.4,#REF!,5.28,8.0,8.270000458,13.09,2017m5,,,7/30/08,United K. ,United K. ,EcoSecurities,United K. (EcoSecurities),,0,13.09,13.09,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,Industrials,Waste & Environ Svcs & Equip,Environ Engineer & Consulting,7,30,2008,China,Asia & Pacific,United K. ,Hydro,EcoSecurities,East Asia,United K. (EcoSecurities),0,cob1
1275,CDM03350,W4XW0QIEUCHMRECXT5S8YHQ63DTRJF,2539,Sichuan Jinxi Hydropower Project,Asia & Pacific,East Asia,China,,Sichuan,Registered,Hydro,Run of river,ACM2,518.6,,,7,0.0,1-Sep-09,1727,5881,10890,JCI,,2087.0,,2087.0,12-Jan-11,25-Nov-12,1678.0,124%,17,,Deloitte-TECO,Japan (Marubeni),,Shanghai JEC Environmental Consultant Co.,4-Mar-08,,,,1-Apr-08,23-Apr-09,5-Jun-09,2-Aug-09,,,,150.0,3985.0,,,,,,181.8000031,351.0,1211.8,#REF!,6.13,8.0,8.409999847,12.0,2013m4,,,3/22/08,Japan ,Japan ,Marubeni,Japan (Marubeni),,1,12.0,12.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Materials,Chemicals,Chemicals Distribution,3,22,2008,China,Asia & Pacific,Japan ,Hydro,Marubeni,East Asia,Japan (Marubeni),0,cob1
1276,CDM04364,57RPJJ0HZF9Z9AUYO2H38H64M0CRQU,2483,Inner Mongolia Wuliji Wind Farm Project,Asia & Pacific,East Asia,China,,Inner Mongolia,Registered,Wind,Wind,ACM2,124.1,,,7,0.0,15-Mar-10,347,1341,2582,BV Cert,,343.0,7.0,349.0,14-Jun-12,20-Jan-13,354.0,99%,27,,DNV,"United K. (Carbon Resource Management), Switzerland",,Carbon Resource Management,15-Oct-08,,,,1-Nov-08,23-Jun-09,7-Aug-09,15-Mar-10,,Correction 2,,50.0,2353.0,,,,,,70.69999695,570.0,1414.9,#REF!,5.35,8.0,9.420000076,15.4,2014m1,,"35,8 W/m2",1/25/08,United K. ,United K. ,Carbon Resource Management,United K. (Carbon Resource Management),,1,15.39999962,15.39999962,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Energy,Renewable Energy,Renewable Energy Project Dev,1,25,2008,China,Asia & Pacific,United K. ,Wind,Carbon Resource Management,East Asia,United K. (Carbon Resource Management),0,cob4
1277,CDM03605,JFBT7N098XLZ9QRD39X0MCDW0GNN3K,8676,Guohua Binzhou Zhanhua Phase II 49.5 MW Wind Farm Project,Asia & Pacific,East Asia,China,,Shandong,Registered,Wind,Wind,ACM2,111.7,,,7,0.0,17-Dec-12,4,899,2017,TV-Rhein,,,,,,,,,67,,,United K. (Renaissance Carbon Investment),,CREIA,2-May-08,,,,1-Jul-08,11-Dec-12,22-Jan-13,17-Dec-12,,,,49.5,2099.0,1.0755,,,,,66.19999695,593.0,1338.2,,6.05,8.0,9.859999657000001,14.8,2013m11,,,3/15/09,United K. ,United K. ,Renaissance Carbon Investment,United K. (Renaissance Carbon Investment),,1,14.80000019,14.80000019,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Consumer Discretionary,Commercial Services,Other Commercial Services,3,15,2009,China,Asia & Pacific,United K. ,Wind,Renaissance Carbon Investment,East Asia,United K. (Renaissance Carbon Investment),0,cob4
1278,CDM08683,MLO7RGJSIFGJO22NZB87NKSXJU04GJ,7200,Huadian Sichuan Mulihe Lizhou Hydropower Project,Asia & Pacific,East Asia,China,,Sichuan,Registered,Hydro,New dam,ACM2,1182.0,,,7,0.0,1-Jul-14,0,7691,19517,BV Cert,,,,,,,,,49,,,Netherlands (Arreon Carbon UK),,Redox International Consulting,30-Sep-11,,,,1-Feb-12,5-Sep-12,9-Nov-12,12-Sep-12,,,,355.0,4320.0,0.7707,,,,,489.8999938999999,414.0,1380.1,,5.44,8.0,8.979999542,15.4,2012m12,,,6/2/11,Netherlands ,Netherlands ,Arreon Carbon UK,Netherlands (Arreon Carbon UK),,1,15.39999962,15.39999962,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,Financials,Asset Management,Investment Companies,6,2,2011,China,Asia & Pacific,Netherlands ,Hydro,Arreon Carbon UK,East Asia,Netherlands (Arreon Carbon UK),0,cob1
1279,CDM09482,00HIL5BUIUSTH2GV076ZB0JEX88TH0,8296,Nam Si Luong 4 Hydropower Project,Asia & Pacific,Southeast Asia,Vietnam,,Lai Chau,Registered,Hydro,Run of river,ACM2,33.9,,,10,0.0,1-Jul-14,0,221,339,TV-Rhein,,,,,,,,,49,,,United K. (CAMCO),,CAMCO,18-Jan-12,,,,29-May-12,20-Nov-12,11-Jan-13,26-Nov-12,,,,15.60000038,3938.0,0.5524,,,,,21.70000076,639.0,1390.9,,9.21,12.0,12.52000046,20.13,2013m6,,,10/24/11,United K. ,United K. ,CAMCO,United K. (CAMCO),,0,20.13,20.13,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,Financials,Specialty Finance,Other Financial Services,10,24,2011,Vietnam,Asia & Pacific,United K. ,Hydro,CAMCO,Southeast Asia,United K. (CAMCO),0,cob1
1280,CDM05291,ZQG7Y2PC5CPX656GIQ90JXB37Z7F9M,3736,Jiangsu Rudong (II) Expansion Wind Power Project,Asia & Pacific,East Asia,China,,Jiangsu,Registered,Wind,Wind,ACM2,192.8,,,7,0.0,23-Nov-10,406,1949,3878,SGS,,417.0,,417.0,23-Mar-12,31-Dec-12,406.0,103%,16,,DNV,n.a.,Switzerland (RWE),n.a.,17-Jun-09,,,,1-Sep-09,14-Jun-10,26-Oct-10,23-Nov-10,,,,100.5,2304.0,0.8325,,,,,140.5,729.0,1397.9,#REF!,6.8,8.0,9.18999958,14.92,2013m6,,,6/15/09,Switzerland ,Switzerland ,RWE Supply & Trading Switzerland S.A.,Switzerland (RWE),,0,14.92,14.92,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Energy,"Oil, Gas & Coal",Midstream - Oil & Gas,6,15,2009,China,Asia & Pacific,Switzerland ,Wind,RWE Supply & Trading Switzerland S.A.,East Asia,Switzerland (RWE),0,cob4
1281,CDM11227,5ROELW8OB83WM038YDKE6AE0TRUGXM,7807,Huaneng Gansu Huajialing 49.5MW Wind Power Project,Asia & Pacific,East Asia,China,,Gansu,Registered,Wind,Wind,ACM2,91.0,,,7,0.0,1-Nov-12,15,744,1655,BV Cert,,,,,,,,,69,,,Switzerland (Vitol),,Huaneng Carbon Asset Management,28-Apr-12,,,,1-Aug-12,19-Oct-12,21-Dec-12,25-Oct-12,,,,49.5,2052.0,0.8964,,,,,62.90000153,691.0,1270.2,,6.03,8.0,8.579999924,12.44,2013m4,,,4/22/12,Switzerland ,Switzerland ,Vitol,Switzerland (Vitol),,1,12.43999958,12.43999958,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Energy,"Oil, Gas & Coal",Integrated Oils,4,22,2012,China,Asia & Pacific,Switzerland ,Wind,Vitol,East Asia,Switzerland (Vitol),0,cob4
1282,CDM08016,VV62Z6KYCBH5GPC87R62WOF3KHVRGD,5844,Ningxia Power Investment Group Taiyangshan Phase I Wind-farm Project,Asia & Pacific,East Asia,China,,Ningxia ,Registered,Wind,Wind,ACM2,91.3,,,7,0.0,1-Mar-12,76,807,1721,ERM CVS,,,,,,,,,77,,,Sweden (Tricorona Carbon Asset Management Sweden),,Ningxia CDM Service Centre,15-Jun-11,,,,1-Aug-11,28-Feb-12,13-Apr-12,1-Mar-12,,,,49.5,2010.0,0.9179999999999999,,,,,57.90000153,634.0,1169.3,,6.75,8.0,9.460000037999999,12.44,2012m5,,,10/12/10,Sweden ,Sweden ,Carbon Asset Management Sweden AB,Sweden (Tricorona Carbon Asset Management Sweden),,1,12.43999958,12.43999958,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,Financials,Specialty Finance,Commercial Finance,10,12,2010,China,Asia & Pacific,Sweden ,Wind,Carbon Asset Management Sweden AB,East Asia,Sweden (Tricorona Carbon Asset Management Sweden),0,cob4
1283,CDM12100,JFBPV86DB00VWHVTOMMZ5O58M2IT6M,8973,Mianning Sange Hydropower Project,Asia & Pacific,East Asia,China,,Sichuan,Registered,Hydro,Run of river,ACM2,53.6,,,7,0.0,1-Jan-13,0,429,966,LGAI,,,,,,,,,67,,,Switzerland (Arcadia),,n.a.,18-Oct-12,,,,1-Dec-12,20-Dec-12,26-Feb-13,21-Dec-12,,,,18.0,4059.0,0.7339,,,,,20.79999924,389.0,1158.1,,7.65,10.0,10.36999989,9.16,2013m7,,,10/13/11,Switzerland ,Switzerland ,Arcadia,Switzerland (Arcadia),,1,9.159999847,9.159999847,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Energy,"Oil, Gas & Coal",Refining & Marketing,10,13,2011,China,Asia & Pacific,Switzerland ,Hydro,Arcadia,East Asia,Switzerland (Arcadia),0,cob1
1284,CDM02602,2XDKRCDR5TJW13WK3JV6SJPMWU4RYE,1956,Xinjiang Uygur Autonomous Region Tekesi River Shankou Hydropower Station,Asia & Pacific,East Asia,China,,Xinjiang,Registered,Hydro,New dam,ACM2,471.6,,,7,0.0,12-Aug-10,1127,4902,9621,TV-SD,,1006.0,,1006.0,14-Dec-11,27-Jun-12,885.0,114%,16,,CEC,Netherlands (ENEL),,"Beijing Tianqing Power International CDM Consulting, CaspervanderTak",5-Sep-07,,,,5-Mar-07,18-Jul-08,2-Oct-08,29-Mar-09,,Correction 1,,141.0,4057.0,0.8498,,,,,143.1999969,304.0,1015.6,#REF!,4.37,8.0,8.329999924,10.07,2013m1,,"15,6 W/m2",8/15/06,Netherlands ,Netherlands ,ENEL,Netherlands (ENEL),,1,10.06999969,10.06999969,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Utilities,Utilities,Utility Networks,8,15,2006,China,Asia & Pacific,Netherlands ,Hydro,ENEL,East Asia,Netherlands (ENEL),0,cob1
1285,CDM05242,D4Y18PTT33JNMSLNP3GDUF1OUQUPXV,3352,Hubei Lichuan Yunkou 30MW Hydropower Project,Asia & Pacific,East Asia,China,,Hubei,Registered,Hydro,Run of river,ACM2,89.6,,,7,0.0,22-Jul-10,219,936,1832,BV Cert,CCER ver.(3),135.0,,135.0,27-Dec-11,27-Aug-12,188.0,72%,17,,DNV,Sweden (Tricorona Carbon Asset Management Sweden),,Beijing Topview Consulting & Trading,4-Jun-09,,,,1-Apr-09,5-Feb-10,13-May-10,22-Jul-10,,,,30.0,3067.0,0.9735,,,,,29.10000038,325.0,970.9,#REF!,8.37,10.0,12.07999992,13.03,2016m11,,176W/m2,10/18/08,Sweden ,Sweden ,Carbon Asset Management Sweden AB,Sweden (Tricorona Carbon Asset Management Sweden),,1,13.02999973,13.02999973,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,Financials,Specialty Finance,Commercial Finance,10,18,2008,China,Asia & Pacific,Sweden ,Hydro,Carbon Asset Management Sweden AB,East Asia,Sweden (Tricorona Carbon Asset Management Sweden),0,cob1
1286,CDM05019,I7M12R92Y07HJ20B1HEMQKCH4X6R9Z,5115,Srepok 4 Hydropower Project,Asia & Pacific,Southeast Asia,Vietnam,,Dak Lak & Dak Nong,Registered,Hydro,New dam,ACM2,180.7,,,7,0.0,23-Aug-11,246,1692,3501,TV-Rhein,,268.0,171.0,438.0,21-Sep-12,28-Feb-14,456.0,96%,13,,TV-Nord,United K. (Carbon Resource Management),,Carbon Resource Management,7-Apr-09,,,,29-Dec-09,19-Aug-11,22-Oct-11,22-Aug-11,,,,80.0,4205.0,0.54,,,,,108.6999969,602.0,1359.3,#REF!,8.9,10.06,10.26000023,8.29,2016m9,,"25,32W/m2",10/15/07,United K. ,United K. ,Carbon Resource Management,United K. (Carbon Resource Management),,1,8.289999962000001,8.289999962000001,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Energy,Renewable Energy,Renewable Energy Project Dev,10,15,2007,Vietnam,Asia & Pacific,United K. ,Hydro,Carbon Resource Management,Southeast Asia,United K. (Carbon Resource Management),0,cob1
1287,CDM09120,9742H5L7W42TFA9GIL0FVN26SXG2K7,5116,Huadian Zhoushan Xiaosha 30MW Wind Farm Project,Asia & Pacific,East Asia,China,,Zhejiang,Registered,Wind,Wind,ACM2,46.1,,,7,0.0,1-Apr-12,25,404,865,CQC,,,,,,,,,74,,,Sweden (Tricorona Carbon Asset Management Sweden),,Tricorona Carbon Asset Management Sweden,25-Nov-11,,,,1-Mar-12,8-Jun-12,3-Aug-12,13-Jun-12,,,,30.0,1938.0,0.7931,,,,,42.70000076,927.0,1424.3,,5.11,8.0,7.019999981000001,11.84,2012m9,,,12/6/10,Sweden ,Sweden ,Carbon Asset Management Sweden AB,Sweden (Tricorona Carbon Asset Management Sweden),,1,11.84000015,11.84000015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,Financials,Specialty Finance,Commercial Finance,12,6,2010,China,Asia & Pacific,Sweden ,Wind,Carbon Asset Management Sweden AB,East Asia,Sweden (Tricorona Carbon Asset Management Sweden),0,cob4
