id,idvalatvalidation,ref,title,ERPA
CDM07385,U0ZEVL4LE8KZRGF9EO4JJM79PX0B6P,5081,Huaneng Shandong Hekou Phase II Wind Farm Project,10/9/09
CDM07420,QZR2KJ4402JNVPMDI1URQP2I0NPBDH,4928,Huaneng Changyi Phase II Wind Farm Project,10/9/09
CDM06228,XTEXSDPV138YJXRYJJM97U8S0HTDM9,5473,Hebei Huafeng 1_30MW COG Power Generation Project,10/9/09
CDM07190,23RVICOG0RWX1JIJW4Y5RE6X0YXHX7,5561,Pengtong 1_15MW Coking Gas Comprehensive Utilization for Power Generation Project,10/9/09
CDM06131,YL4P0894G2DMNR4YAZUXLEEAWGNHB5,4610,Baoding Landfill Gas Recovery and Utilization Project in Hebei Province,10/10/09
CDM06398,AVF86RRLY5J3CJ8REIC74BY138VUX5,4503,Landfill Gas Recovery and Utilization Project in Linyi Municipal Waste Sanitary Landfill,10/10/09
CDM05939,5PQ3FMNRYFLOCGHHER28GX8DHNLXM9,3957,Qijiaping Hydropower Project in Gansu Province,10/10/09
CDM06038,WPW9P7I3HN18CNO4TWBPRQA0SJ5N2Z,5165,Shaanxi Waste Saturated Steam Recovery for Power Generation in Zinc-smelting Industry,10/10/09
CDM06198,XWBHAHDPVOJ4QMU1J3TRC1HL6B3QLV,4184,"Methane Recovery Project of Meihekou City Fukang Alcohol Co., Ltd.",10/10/09
CDM06199,8EF388UTWL2P6F4CYZ6GNDFW3LDV5E,4188,"Methane Recovery Project of Tiancheng Corn Development Co., Ltd.",10/10/09
CDM07185,P2G9QSSONPC4805OS7PCEEQ9GTO09B,5627,Guizhou Qingshuihe Maojiahe Hydropower Project,10/11/09
CDM05843,JXSR5KHG3VDL4C2LW1PNYFJSN7MXXW,6444,"Kaiyang 15100 Rural Methane Digesters Project in Guizhou Province, China",10/11/09
CDM06114,TGWQOWZ49SJKU895L6NGWTB1VV83RY,4278,Ganhekou V 201MW Wind Farm Project,10/12/09
CDM07544,GADBN016018DNYMCG47AI5OAM3LDVZ,5792,Ningxia Shizuishan 10MWP Photovoltaic Power Generation Project,10/13/09
CDM07809,11WS1SA7P4R7P0SNAXCC97R7VUKJR5,5799,Shenneng North Keyouqianqi Phase I Wind Farm Project,10/13/09
CDM06433,77PWS70NUWTWPLD0FCN56YJEKL1JMH,5297,Nanhai MSW Incineration II Project,10/14/09
CDM10319,G6195X042PD9EFDHIC1UOONP0AFUUO,7943,Hami Tianrun Shisanjianfang I 49.5MW Wind Power Project,10/14/09
CDM06060,TQ9JTRZVJRP0PQYXEUMGPSZMB0PL8V,4899,Zhuhai Gaolan Island Windfarm project,10/14/09
CDM07143,CV9GW3OWWPM5K7T29YOH7U0PQWWFAI,5580,Guizhou Huidong Hydropower Project,10/15/09
CDM06981,S9RI98YYCJW571CDYFQ5L7OZDZM20A,5812,Longxin Yiji and Erji Bundled Hydropower Project in Shaanxi Province,10/15/09
CDM09149,U2MZEALLG6GQDRWW2KF7NR5Y6JOURU,8423,Baoding 2*12MW Waste to Energy Project,10/15/09
CDM06484,LUK30L2HNDIHJSTK3G2RP1S6959QG0,4882,Guohua Rongcheng Phase II Wind Farm Project,10/15/09
CDM06263,TTON3PBSJN2GOIXO58PA91M8O3FYAE,4141,Hubei XuanÕen Jintan Hydropower Station,10/15/09
CDM08136,RCLALKEWPLQH9GNAS7913SUW2NZVD2,7651,Chongqing Fufeng Cement 9MW Waste Heat Recovery for Power Generation Project,10/15/09
CDM06325,JYVJVZCWH1PMW7KM7DC0M5S1IUZ6PT,4020,Inner Mongolia Zhalute Qi Wulijimuren Phase I Wind Farm Project,10/15/09
CDM06003,LYFOTS6YMXCHZVSHGKVZZXTXWZ78TV,5316,Jiyuan MSW Landfill Site LFG Recovery to Power Project,10/15/09
CDM05912,LO2OMJ0NMZGUJETGQ9DD2BY3OUJRTH,5238,Luohe MSW Landfill Site LFG Recovery to Power Project,10/15/09
CDM06006,C96WG39R73NTWVHI2YXXVXL81VV1QR,6229,Luoyang Zhangluoping MSW Landfill Site LFG Recovery to Power Project,10/15/09
CDM06733,UZFLPSIQSI28NMARNS04GBUOPP0ARI,4570,Sichuan Yanyuan Woluoqiao Hydropower Station Project,10/15/09
CDM08541,OGZ52Z180X1N7QN6U7YQZ3DSZA4NUR,5914,Heilongjiang Mishan Linchang Liumao Wind Farm Project,10/16/09
CDM08538,APB39HVFXGVKRV2HD0EBJP2TM51PID,5917,Heilongjiang Xingkaihu Fengmishan Wind Farm Project,10/16/09
CDM07917,SDBAWJTVSN49KH937MLEZ9X4KVQWDC,6803,Xinjiang Huaneng Toksun Baiyanghe Phase II Wind Power Project,10/16/09
CDM08843,ZS80TSKE1USFJ81NT2F45713ELVK2A,7220,SDIC Xindeng Zhengzhou Cement Waste Heat Recovery Project,10/16/09
CDM08835,XKAPAMSM9SQS9ZTNUAHRCY4WUGW19A,6425,Zhejiang Shangfeng Cement 4.5MW WHR Project,10/17/09
CDM05963,VEUGTD9SW98S2VC2ZYWYNFIJKZXN7L,4325,Gansu Guazhou Ganhekou No 1 Wind Farm Project,10/17/09
CDM07688,M8S5JBVF8B5ZY54K40MJCZ53Y43ZH8,5655,Shandong Wendeng Zhangjiachan Wind Farm Project,10/17/09
CDM07204,ELDQP954DIBANJWNNQZARHRBAGEQBO,4811,Gansu Guazhou East Beidaqiao Wind Power Project,10/18/09
CDM06324,VVOAHZJWCAYX34J2TUB5D1GRKYR5AG,6684,Huaneng Shuangyang Biomass Power Plant Project,10/18/09
CDM06202,QWLFCGAXR1YXSKV8L4MHQM1PFADX4V,5181,"Zhurihe Phase I 49.5MW Wind Farm Project in Xilingol League, Inner Mongolia Autonomous",10/18/09
CDM06361,7SSH6YUC8KXT4LRJUYJOWCHWXOYXW9,8788,Tarim oil wells associated gas recovery and utilization project (CNG),10/19/09
CDM06589,6HYFK44ZWPX418EJNVYZ61SKZW53GY,6025,"MSW Incineration for 24MW Energy Generation Project in Anqing City, Anhui Province",10/19/09
CDM07536,KJ2IAS6WTTDA5AQFAO8ZTOTGC7NIW5,8353,Gansu Hekou Hydropower Project,10/21/09
CDM04689,M9NZSBC2R32TXI5BQLVSA85LJLQK1M,8461,Qinhuangdao 2*9MW Waste to Energy Project,10/22/09
CDM06160,4AST3Q5LIFSFF76R4M6HDVVTUY966A,4697,Sichuan Guoru Hydropower Project,10/22/09
CDM07537,N6JG6BIMPN82B3T12NEWL4QQLTZZ4M,5275,Dehe Zhangbei Phase II Wind Farm Project,10/23/09
CDM03621,FYA7G8MKDD9GG7S6VCKF3RLTC3UMU9,7242,Fujian Shanghang Huilong 9.9 MW hydropower Station Project,10/23/09
CDM03623,1XF7TEHUCR7UWUGCJU1UZ28LIL9K7V,4903,Fujian Shanghang Jiantou 9.8 MW hydropower Station Project,10/23/09
CDM05800,GE2YYIW79SI32M70ZY5VY0QA9G2GUZ,3748,Sichuan Gongdefang 15MW Hydropower Project,10/24/09
CDM04639,YW6WC2XP2KR4D1RO19ZFODPPDH2DAU,3436,Guangdong Chaonan Shalong Wind Power Project,10/26/09
CDM10272,XDGVPIOBLF992NUZP9JVQADUJ7IE4D,7327,Zhangbei Dahulun Wind Farm Phase I Project,10/27/09
CDM06819,QED6PSNSYC7G4XEKH2XCE3541YTWE2,5630,Shaanxi Juting 40MW Hydropower Project,10/28/09
CDM06424,16KWIXHBFSCYMZ78AMVNX88RVI93XH,5282,Diqing Prefecture Niru River Muxingtu Hydropower Station Project,10/28/09
CDM06214,KM01N3C3H3P2A9QHVLDAOYWXE4HSKL,4496,Gansu Taolai River 52.8MW Dongshuixia Hydropower Project ,10/29/09
CDM06832,RHK5RRAJ8NCZVG74OFFQH6WVX00ER8,4933,Liaoning Qianfoshan Wind Farm Project,10/29/09
CDM06351,8UFU8N1S2Z8FGO1UYWZ2ONJITIPK8S,4321,Shanxi Guangling Diandingshan Phase I Wind Farm Project,10/30/09
CDM06296,32QQDZMIBC3NG9WQ901B8F7QPDQLHX,4961,Zhoutian 10.5MW Hydropower Project ,10/30/09
CDM06260,205NDYYOM272QDYF7MLVTAU8A90J8C,4142,"Hubei Wufeng Shuijinsi, Zhuqiao and Zhifangtou Hydropower Stations Bundled Project",10/30/09
CDM06573,W36TE3AI9DSAW9LLROWQN7BLVDZ6AR,4120,Inner Mongolia Eergetu Phase I Wind Farm Project,10/30/09
CDM08067,NT1WR3QU9Y25HFHK5SIX6E4ST5ZOXF,5707,Sichuan Xiangcheng Mayi River Second Dieshui Hydropower Project,10/30/09
CDM06752,SGJA6PYNWM14FYZM1OU0Y4GN7MOE03,6452,Hubei Province Fang County Fanjiaya Hydropower Project,11/2/09
CDM05901,OGVYFP2E2J95DHDVWBIVJC5VMB08K4,3983,Gansu Lintan Shubu Small Hydropower Station Project,11/2/09
CDM06328,B5JM6J9F364N0PCN7QEBIXRT9DYFE9,5937,Xining Aiyuan Landfill Gas Recovery and Power Generation Project,11/3/09
CDM08130,5UY3I8HNU5FGQ2G4LUTFRAJQH48FMB,5520,Hongyan 8MW Hydropower Project in Luoping County,11/5/09
CDM06790,AF591J1XV6J8JGNXCP1FE0WQHH58B1,4581,"Wuzhou Hydropower Project of Dao County, Yongzhou City, Hunan Province, P .R.China",11/5/09
CDM06778,EROF6E347A9MU9E53T4DC0DHXH2IYB,4408,Hunan Tongba Small Hydropower Project,11/5/09
CDM06363,83CW3YRAOWNFSTUY6JDJ3XFL0EP76R,4604,Hunan Houpi Bundled Small Hydropower Project,11/5/09
CDM06226,EWK5UARM56PSKG05O2OP3RR3OYHEJ8,4299,Gansu Wuwei 23MW Zamusi Hydropower Project  ,11/6/09
CDM06901,IM4WPJ8LZFFCV77G3YC1O4OKOOPCGG,4422,Inner Mongolia Wuchuan Yihemei Wind Farm 49.5MW Project,11/8/09
CDM06572,1A5SG5PUR3YXEKE02BV2I9L0FKIJCV,4317,Ningxia Taiyangshan Wind Farm Second Phase 49.5MW Project,11/11/09
CDM06377,05AKAAWDRXNFW64WNUKZHRF2TAU4L0,4113,Chongqing Shizhu County 48MW Yangdong River (Dukou) Hydropower Station,11/12/09
CDM06595,AUQGNZIB8KPXC4F2V17CSH9FJ0RX3R,4729,Sichuan Ganzi Jiulong Wuyiqiao Hydropower Project,11/15/09
CDM06645,0XWC0AEECK2305ACH4SX3AIWRJ1DKV,4232,Huadian DaÕan Fengshuishan Phase I Wind Farm Project,11/16/09
CDM06418,997RVMY08A8E9NSA8586QI3SDIFPBF,4480,"Methane Recovery and Utilization at PT. Musim Mas Palm Oil Mill in Pangkalan Lesung, Riau Indonesia",11/16/09
CDM06207,UGI2NEB3NKAVXGKONXMMH2LJM0TAP8,4284,Gansu Dunhuang Leidunzi-I Hydropower Station Project,11/16/09
CDM06177,NLIA4J3VFUHHJ8W89Y4O6OZD3ZVJNL,5086,Yunnan Lvzhijiang Longmen Hydropower Project,11/16/09
CDM06137,7PLLOZKDOQUJUMZ4RH5RRKBEF2M4NZ,4558,"Pure-low temperature Waste Heat Recovery Project for power generation (23MW) in Sichuan EÕsheng Cement Holding Co.,Ltd .",11/16/09
CDM06514,OVC0HTFFPWVYERVPPRKLRXGSAL7U3E,8101,GGP Biogas Project,11/18/09
CDM06903,HIZW6AEDG5HTYWBPD4YEUV2ZPS0MTI,4843,Sichuan Heishui Deshiwo Yiji 8MW hydro power project,11/18/09
CDM06014,2ZRMUT1VJQVA2UVPNTNNTBQXA14M2O,4112,Datang Duolun Daxishan Farm II,11/19/09
CDM06167,MUA70FOFXRPQXQQ9KORHCQ69PDXLIK,4808,Huadian Kezuozhongqi Wind Power Phase I Project,11/20/09
CDM06307,SNZ70HPNJ1A18DCCIAMP8D1WDD65WF,3969,Inner Mongolia Alashan Helanshan Yinxing Wind Farm Phase I Project,11/20/09
CDM05345,SAVQ7BNLX2HVQ37P80EP2IHEF0IIGX,3573,Inner Mongolia Chifeng Chaganhada Wind Power Project,11/21/09
CDM07147,EKP4WHN5MTC053Q9XZSLCAYKFGOR28,3694,Yangzhou City MSW Incineration Power Generation Project,11/24/09
CDM08220,DB35KXJEVZV6J3ONU0ZR3C2OQ5QKLS,6988,"Industrial Wastewater Methane Recovery Project of Bengbu Tushan Thermoelectricity Co., Ltd.",11/25/09
CDM06183,JOSZ8SHIRTOLLUG2DFFTTRFIH8CDX0,4312,Jiangxi Xiuhe River Xiafang 36MW Hydropower Project in China,11/26/09
CDM06512,IRPYGIUXJEPZMJ62YPBSX3E990FGNL,5320,Liuyang Project of Fossil Fuel Switch to Biomass Residues in Boilers for Heat Generation,11/26/09
CDM07257,VJKY4GM9FXJLC3GU6OVO4UM7YKOT4Y,5314,Huaneng Shanxi Tianzhen Phase I Wind Power Project,11/27/09
CDM07333,PJFQYT7VYOGGSQOXF5YNUKE3J2I79L,5252,Huaneng Shandong Shouguang Phase II Wind Power Project,11/27/09
CDM07334,7L011ZDB8VEV6JHZG9NFGSAQO895CS,5269,Huaneng Shandong Shouguang Phase III Wind Power Project,11/27/09
CDM06001,6H2K5O05CECX7X6KP95UH8IRJXWPC2,4053,Heilongjiang Qianjin Biomass Power Generation Project,11/27/09
CDM07292,W3A29VHSRLGSDFTTY7S25RDPXJNR2B,4055,Heilongjiang Youyi Biomass Power Generation Project,11/27/09
CDM06033,OKGB0SN05LJA6YBT1I5QRDS164J7NM,3988,Timbues cogeneration project,11/27/09
CDM08864,7WGLHCU6WP003AVRXJWKM2JXIY3IZ4,7515,Inner Mongolia Goldwind Damao Wind Farm Phase III Project,11/27/09
CDM05338,BTN6J90R5QRSF2RH8SG4EPN38SP7GV,4193,Hebei Fengning Dahexi Wind Power Project ,11/30/09
CDM05334,5W9NPX791864RBMHJJQ93LR93A1T19,4182,Hebei Fengning Batou Wind Power Project ,11/30/09
CDM04701,I72AOM37H0FO635552V0S8GXGWY2PV,4738,Inner Mongolia Tongliao Zhalute Qi Phase II North Wind Power Project,11/30/09
CDM04705,8JR6DQC9OLJW5OD54AZJFJAZGE064Q,4440,Inner Mongolia Tongliao Zhalute Qi Phase I North Wind Power Project,11/30/09
CDM04702,V14DPC390ESI7B43EW1Y6KVQH7196U,4781,Inner Mongolia Urad Houqi Wuliji Wind Power Project,11/30/09
CDM04842,5YOSQ9TFF8P4C1DWJL6SCMVZDZ4CNM,3840,Chongqing Siyanping 49.3MW Wind Power Project,11/30/09
CDM06313,9BKWC5NKRDZ719HP89THZ0L4CCR5S0,4947,Jiangsu Hantian Cement Waste Heat Recovery Power Generation Project,12/1/09
CDM06623,4B8LZV95MT2WS3HPNPTFCXCMXYQU56,5227,Jilin Hunchun Coal Mine Methane (CMM) Power Generation Project,12/1/09
CDM06231,CGN6BUNXVHARNXJJEHSTUB6M761N8Y,4180,Inner Mongolia Wengniute Sunjiaying Shangchang Wind Power Project,12/3/09
CDM06221,C3XI68KPHN2BIXCVHU3QQU8OI9E0MN,4850,Baihugou Small Hydropower Project in Hubei Province,12/4/09
CDM07096,O1RFTDIEU98FNYBFR9ZM52K8F44UGI,4845,Liaoning Dongfanghong Wind Farm Project,12/7/09
CDM06208,ZN9IUHOO7SDSKM072PKA8FUN6VE64Y,4403,Sichuan Fangdaping Hydropower Project,12/7/09
CDM07679,Y7WY3LDV3QCANF34XU6ZKYEUFMCJ0A,6227,Perdana Methane Capture Project,12/9/09
CDM07676,DDLTM6QX9ST33GDPWTJZMV76UTK6KJ,6256,Cakra Methane Capture Project,12/9/09
CDM07073,KZWDSC4WB8ZGIS7FD6JT0P6U5NZVMK,4699,Huaneng Shandong Rongcheng Chudao Wind Power Project,12/10/09
CDM06485,KUD39P2MA4HJRN1H228PXEDR3HFSDS,4400,Huaneng Guizhou Jiucaiping Phase I Wind Farm Project,12/10/09
CDM06086,65C657PL5HIPEVZR03S22YMAN88Y7S,4034,Huaneng Eryuan MaÕanshan Wind Farm Project,12/10/09
CDM06510,5P67UKJ3W4CQG4L4EUGSEDOLIE9WO3,5075,Ordos Future Resource Biomass Cogeneration Project,12/10/09
CDM10878,6K06DL4IYTARJ052F63OW2QA8I5MXI,8565,Jiulong County Wanba Ertaizi Hydropower Project,12/10/09
CDM06655,VZ0GHS3HKYKIFMKYWABYDTAP99ZQJQ,4703,Vinh Son 5 Hydropower Project,12/10/09
CDM07074,1GSAF2HR2WLZX5IQ7PSG2KNIUCKMXI,6646,Sichuan Luxihe Hydropower Project,12/14/09
CDM06997,E7RVSAQEH1OMADS4SBG06RSTNQFUMQ,4790,Guangxi Ziyuan Jinzishan Wind Farm Project,12/15/09
CDM07132,H5N192WY7JDVD6GWF0X2GZNMHXVTJT,6261,Sichuan Guangneng Coal Mine Methane Utilization Project,12/15/09
CDM06088,ENPRH8OGLCOPI3KA0I6COK5VZJ37PU,5830,Jilin Tumen Mopanshan 16 MW Hydro Power Project,12/16/09
CDM05925,QYTHP5HMVX338QCYXIKC5FOYNSE9L0,4555,Shaanxi Wenjing 48MW Hydropower Project,12/18/09
CDM07630,78EDZ03I69BA83HKU2AV9SHLG9OWTM,5659,Shandong Taipingshan Wind Farm Project,12/18/09
CDM07116,QU4C7DZZFQ48Z0VAQ1DOEYP32WOMCA,5006,Shandong Liuwangzhuang Wind Farm Project,12/18/09
CDM07705,JS8JLSO950BM3XES45J5DMGFTCG2CH,5658,Shandong Yishui Tangwangshan Wind Farm Project,12/18/09
CDM06561,OQLFXX3RPSWPHNYARNI71IVK4YQDBK,4580,Inner Mongolia Zhengxiangbaiqi Zheligentu project I wind farm project,12/18/09
CDM07928,1J0MPME36UDLZGD9V93HAT1KRL3H6B,6407,Jiewei Hydropower Project,12/20/09
CDM06765,E06CCZP9BI8DMAX9AP87TQK0CUP52X,4451,Ningxia Hongsipu Phase II 49.5MW Wind-farm Project,12/21/09
CDM06145,HILK3ITUNSPY3M8NLQNR3WSUXAFQ3H,6660,32 MW Baishui River Shiji Hydropower Station Project,12/21/09
CDM06889,3XM7S30JY6I4AINHEMQ9Y04SKHHVC5,4919,Ningxia Hongsipu 50MWp PV (photovoltaic) Power No.1 Plant Project,12/21/09
CDM07432,68CZZLG39XMEAOUTFHN7FKKJIFTCYB,6846,Anhui Guozhen Pacific Power Co. Ltd. Biomass Power and Heat Retrofit Project,12/22/09
CDM06893,JPCOHRU66CPACUPQDYQL9I79811FXI,4982,Guodian Ningxia Pingluo 10MWp Solar Photovoltaic Power Project,12/22/09
CDM06890,BV4DRJ9G1DHRV7HFOA0SLWLUR69PY4,5374,Guodian Ningxia Zhongwei 10MWp Solar Photovoltaic Power Project,12/22/09
CDM05137,XM8D1FR4BCG44KYVSA7OLLVM06O0HG,3253,Gansu Guazhou Xiangyang Phase II Wind Power Project,12/22/09
CDM06551,TX9QWV1UP40GO4B5Z88VB3Z79Z880S,4068,"Shawan Hydropower Station, Dadu River, Sichuan Province",12/23/09
CDM06667,CR7B6I21O5HWW8QWKPMH24YSTR8DZ6,4181,Jilin DaÕan Dagangzi Wind Power Project Phase IV,12/23/09
CDM07798,7GXCACOWVZHUL35NGV2OHA8ORSAUWM,5694,Jilin DaÕan Dagangzi Wind Power Project Phase V,12/23/09
CDM01517,B90WLUX8QKF2591LN21LEVJ82HOO75,3797,Hebei ChengAn Biomass Cogeneration Project,12/23/09
CDM06511,L04PE0BLTGIAP75HKCN6O259FS0N7X,4425,Hunan Shuangpai Wulipai 45MW Hydropower Project,12/23/09
CDM05699,RPW1TDZGFS5KMTKG9SE9I6TBBGSV19,5950,Zhongyu Fangzheng County Gaoleng Wind Power Project,12/25/09
CDM07302,G1GRWQ4ZTIYCJGWY73WNGZM9NV8W7R,5595,Yunnan Jiduhe Cascade IV Hydropower Project,12/25/09
CDM06558,RKDUSRDN2NXXD2CXOYC0EY2DDC27HT,4102,Dukouba 129MW Hydropower Project in Chongqing City,12/28/09
CDM06509,DPL9OPFZX0ML16WU9281U5PZQTBXXH,4248,Gansu Xinmintan 10MW Expanded Hydropower Project,1/2/10
CDM07935,3GAOSN96P8OVL1UBWCXPNCFC1R0D05,6369,Sichuan Luoergou I and Luoergou II Bundled Hydropower Project,1/4/10
CDM06491,NAQ0G664KA3BLQ0F3JE6LAG08QW2QF,4255,Huaneng Tongliao Kezuo Zhong Qi Nanhari Wind Farm Project,1/6/10
CDM06171,HORREMN83GI73DZK9TFGJ5YYT6HRY0,4655,Gansu Jiuqun Kaiyuan Cascade Hydropower Stations Bundle Project,1/7/10
CDM06564,PXH2GBND470DUHQ2M2005AOI4X9WMB,4399,Xinjiang Huadian Buerjin Chengnan Phase I Wind Farm Project,1/8/10
CDM06712,Z9ZFJ333MCIT51DHUOINU0WS24T1G3,5218,Zhuxi County Chahe Hydro Power Project,1/12/10
CDM06447,Y724QLJKDZWBV78L2C2QIEZVCU9244,4027,"Houchang Small Hydropower Project in Shuicheng County, Guizhou Province, China",1/12/10
CDM06793,4G9S61CJQOHTAIEDQONTDZVYU6S8QY,4803,Guangxi Nabi Hydropower Project,1/13/10
CDM07765,I0GAJ1ZDHCU6G3LXXOPF93WBZXBSPA,5828,HuiÕan MSW Incineration Project,1/14/10
CDM11205,GO0NKIVIQEFURWCSFIC7PTVF7RFR6L,8903,Cambodia Stung Atay Hydropower Project,1/15/10
CDM04741,5JKJQLLZK3DGEZRS3F5ARNOVUSL2LM,4802,Guilin Dayun 11MW Small-Scale Hydropower Project,1/15/10
CDM10311,YQXE6X4VDOZHI0JUZG9XACSWR7L79Q,8137,Huaning County Sanjia 13.5MW Hydropower Station Project,1/15/10
CDM06427,U38CGZSWZKH6ZHGSORCN2HCG01U2Q2,4367,Kaiyuan Yemin 49.5 MW Wind Power Project,1/17/10
CDM06839,8PPIIUBF06MK7XFT11T8H5NGB2727R,4762,Shaanxi Luneng Jingbian Wind Farm Project,1/17/10
CDM07008,XAVRDAG2JXCHG3RRYV5GZONBGP93WC,5535,"Technological Renovation Project to Utilize the Waste Resources from the Waste Water Treatment Facilities in Ningbo Wanlong Edible Alcohol Co., Ltd.",1/17/10
CDM06272,IZYJIR8EO2B8NIE4DHPMQFVHSYPLD8,4442,Wuhan Chenjiachong Sanitary Landfill LFG Power Generation Project,1/18/10
CDM07648,NNCOJZQIOWMP3BQMJCG03YM6UJ0QSH,3695,Huaneng Siping Phase III Wind Farm Project,1/20/10
CDM07649,QF134YFANZU50YL733CM3K3J0LWUH3,3692,Huaneng Siping Phase I Wind Farm Project,1/20/10
CDM07626,MFATHAYH2GQ1FS69GCFAB2UM72URAR,9065,Yunnan Hongtutian 18MW Hydroelectric Project,1/25/10
CDM06302,5A0Z7JRSSFPN1BM3OXCQWY24IANA1F,4716,Yunnan Wanmahe Third Cascade Hydropower project,1/26/10
CDM06173,P2PDS86OGVXM8QMC2Z1FUX6GW6QGX5,5274,Xinjiang Xinneng Daqiao Hydropower Project,1/29/10
CDM06345,2XMO9DFV7NEKQ1VPEOKQEDX6T0TBYN,5898,"Panzhihua CDQ waste heat recovery project at Panzhihua Panmei Combined Coking Co., Ltd",1/29/10
CDM08360,PIIPLRIVU1JYAESLDB6PMNQF7PB7OL,6212,Sichuan Ningnan 6.4MW Yibu River Stage IV Small-scale Hydropower Project,1/30/10
CDM07456,EUXOLPSV7ULQ6TIXVNI1GMFO1MDHIW,5276,"Shankouyan 12MW Small Hydropower Project in Pingxiang City, Jiangxi Province, China",1/30/10
CDM06390,0Q6Y6VX5R74VTYYDGJTV86PPPEZTEK,7920,Xinjiang Akeyazi River Simutasi Hydropower Station Project,2/1/10
CDM06292,HTLWAWJXSS88NC3I03MR2XV0Y8CWLE,4035,Inner Mongolia Kezuohouqi Xihailasitai Wind Power Project,2/3/10
CDM06293,ZV6NFBSM1350Y85X2Q2I5OSKFDI2YG,4038,Inner Mongolia Kezuohouqi Baiyintala Wind Power Project,2/3/10
CDM06389,C95Z3KAL6UUL7EFUO5TTPQRP56BYBI,4124,Inner Mongolia Hulunbeier Yakeshi Xingan Wind Power Project,2/3/10
CDM06335,GOW0XNRV42SCN0V1BI2HQ2B8H2BMNT,4001,Xinjiang Alashankou Wind Power Project,2/3/10
CDM06239,3G14NN7VVO2A0MRP8C4DVNSH735TJJ,4381,Inner Mongolia Wengniute Xiyangshugou Wind Power Project,2/3/10
CDM08666,ZTEROAW7TABCXIVYT3CH9RQ5TE0YFM,6580,Guohua Rongcheng Phase III Wind Farm Project,2/4/10
CDM07436,FSP1XOVO24HZBA14XTRSHWX7TEBJB6,5724,Guohua Wulate Houqi Saiwusu Phase I Wind Farm Project,2/4/10
CDM06923,FK6KNM929ANB7LR9JBWHCTVNJOSOHQ,5011,Shanxi Lingqiu Hanfengling 49.5 MW Wind Power Project,2/4/10
CDM06922,5KN2XGBDNZK5LLWWCDCN82TN8BRR1I,4935,Zhangbei Caoniangou 49.5MW Wind Power Project,2/4/10
CDM08501,LQB9D6VXFK9B9ZXMEMSKX9HHRQF3CF,8954,Coega IDZ Windfarm,2/9/10
CDM07297,OAIXXLV4YHKAGXMPTTPYX11ASY7YEP,5600,Da Dang 2 Hydropower Project,2/9/10
CDM06980,ZIAH6SSIZSDKODV41X3L5BPNC1RHNK,4128,Guizhou Xishui Jinyang Hydropower Station,2/10/10
CDM05893,SNNDOHVI5B73YBAOPNS8M55I1HMDI4,3803,Hebei Zhangbei Baimiaotan Wind Power Project Phase I,2/10/10
CDM05881,Q2UEQYJ8JM9MYO02IGVZ8MSBF1ERX6,3799,Fujian Putian Nanri Phase III Wind Power Project,2/10/10
CDM06439,G2WR1TXP6TLL6KUGDIZHL59QD101ME,4446,Xinjiang Kashi River Wenquan Hydropower Project,2/12/10
CDM08121,H0TS48F3GZ3CK1MWH6RDI8Q01NX0MF,6625,60 MW Kinangop Wind Park Project,2/12/10
CDM06812,6WFSFBS3O78XW66FWYFJNDGPJ3SLEG,7485,Heilongjiang Renhe Biomass Cogeneration Project,2/15/10
CDM06248,YCW7COSTCISD8AB1453YZXBUWIVOW0,4235,Hunan Zishui First Cascade Hydropower Project,2/15/10
CDM06912,0DLYV4UZC2J2V7KRJKONSINLO3MYP6,4778,Inner Mongolia Guyang Huaishuo I Wind Farm Project,2/16/10
CDM06633,DP7V4PKLCNOOPIVKUSGTI8JWQG04NL,4415,Huadian Tieling Zhenxibao Wind Farm Project,2/19/10
CDM01614,1PW3LDHNDTDSI5BNC5C1CR4BTTFVWC,4276,Guangxi Dahua Hydropower Project,2/23/10
CDM06560,AE3TSBRGPOXKL2U4JC9TGAAVDK4JHI,3960,"Nanjiangkou Small Hydropower Project in YuÕnan County, Guangdong Province, China",2/24/10
CDM06453,A98AONP71XBSXDPLH9VRZQ8L1QA19T,4600,Qingyuan 44MW Hydropower Project,3/1/10
CDM05958,MO50443RODD16Q0NPA6FW9AD66PZFP,6561,Heilongjiang Jixian Taiyangshan Wind Power Project,3/2/10
CDM06996,UCQQF9HDXVGK0AYA7T1UY6VDB54E33,5862,Liaoning Fuxin Houzhatai Wind Farm Project,3/2/10
CDM06190,OFV7DICU0NJIURHEM8JJTEQXLEATUR,5693,Dalian Tuoshan Wind Power Project,3/2/10
CDM06986,JDGXWNG8F6MS95DNJBFHAUX5V0BLLZ,4912,Yunnan Luopingshan Phase I Wind Power Project,3/2/10
CDM09160,8AJNBHGT1PBQX08ZZWYHLC9EZYHEPG,7032,Jiangxi Xinfeng County Wuyang Hydropower Station,3/3/10
CDM07105,AGVFG7D91ERVBZFJCCELDQLQCB2Y9P,4943,Xinjiang Urumqi Dabancheng Huaran Wind Farm Phase I Project,3/5/10
CDM02229,9X5PPCTEZA9CZEP0Q1TN9F93P55MM5,3918,Alashan 9MW hydropower Station,3/5/10
CDM05608,UVN2F05A2IRTOWQ67YE7ACTBXRLXCH,6471,Heishan Fangshan Wind Power Project,3/5/10
CDM05595,UAUF7AG3BN3YP8Q7Z7BNVR49YVVWQN,5472,Diaobingshan Wind Power Project,3/5/10
